Gender,Year,Divison,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls,GP,Win,Loss,OREB%,DREB%,POSS,opp_POSS,AST%,PPP,opp_PPP,eFG%,opp_eFG%,TOV%,FTr,3PAr,STL%,BLK%,ORtg,DRtg,NetRtg
Women,2016,D3,Bowdoin,67,146,16,43,14,24,164,35,54,89,50,21,24,6,34,33,96,6,23,23,38,95,17,50,67,12,46,6,4,30,2,2,0,0.41,0.76,143.4,143.05,0.746268656716418,1.1436541143654113,0.6641034603285564,0.5136986301369864,0.375,0.14644351464435146,0.1643835616438356,0.2945205479452055,0.16777350576721425,0.0625,114.36541143654114,66.41034603285564,47.955065403685495
Women,2016,D3,TCNJ,45,123,8,39,13,26,111,28,48,76,34,26,17,8,41,41,104,12,29,29,49,123,26,56,82,20,36,15,6,28,2,0,2,0.33,0.65,133.35,137.275,0.7555555555555555,0.8323959505061868,0.8960116554361682,0.3983739837398374,0.4519230769230769,0.1949756280464942,0.21138211382113822,0.3170731707317073,0.1238390092879257,0.07692307692307693,83.23959505061868,89.60116554361683,-6.361570492998155
Men,2016,D3,LaGrange,102,194,31,68,56,85,291,30,95,125,50,56,32,13,66,88,222,14,75,51,85,241,58,78,136,42,56,27,3,73,3,3,0,0.28,0.62,260.375,260.375,0.49019607843137253,1.1176188190110419,0.9255880940950552,0.6056701030927835,0.42792792792792794,0.21507441190590496,0.4381443298969072,0.35051546391752575,0.12289966394623139,0.05855855855855856,111.76188190110419,92.55880940950551,19.203072491598675
Men,2016,D1,The Citadel,57,125,16,52,42,55,172,20,33,53,28,25,17,4,60,59,109,13,34,54,71,185,23,56,79,39,34,7,6,46,2,0,2,0.26,0.59,156.125,153.725,0.49122807017543857,1.1016813450760607,1.2034477150756222,0.52,0.6009174311926605,0.16012810248198558,0.44,0.416,0.11058708733127338,0.03669724770642202,110.16813450760607,120.34477150756221,-10.176636999956145
Men,2017,D3,Gallaudet,54,105,9,37,43,56,160,20,64,84,33,45,14,15,38,53,145,20,68,25,34,151,24,39,63,29,26,15,3,46,2,2,0,0.34,0.73,156.6,163.15,0.6111111111111112,1.0217113665389528,0.9255286546123199,0.5571428571428572,0.43448275862068964,0.2873563218390805,0.5333333333333333,0.3523809523809524,0.08581060373889059,0.10344827586206896,102.17113665389527,92.55286546123199,9.618271192663286
Women,2017,D2,Fort Hays St.,53,138,20,63,15,19,141,39,69,108,25,17,12,4,28,29,109,16,51,14,27,88,17,47,64,21,20,6,4,23,2,2,0,0.45,0.8,125.025,124.82499999999999,0.4716981132075472,1.1277744451109777,0.7049869817744844,0.45652173913043476,0.3394495412844037,0.13597280543891221,0.13768115942028986,0.45652173913043476,0.09613458842379331,0.03669724770642202,112.77744451109777,70.49869817744843,42.27874633364934
Men,2017,D3,Muskingum,160,363,55,164,98,122,473,64,139,203,60,66,36,19,105,179,390,35,108,76,119,469,92,151,243,61,68,26,8,116,6,4,2,0.3,0.6,422.95,422.525,0.375,1.1183355006501952,1.109993491509378,0.5165289256198347,0.5038461538461538,0.15604681404421328,0.33608815426997246,0.45179063360881544,0.08520205904976037,0.04871794871794872,111.83355006501952,110.9993491509378,0.8342009140817197
Men,2016,D3,Elizabethtown,132,301,16,54,62,82,342,45,130,175,51,68,39,14,100,121,286,33,92,72,99,347,56,132,188,73,70,40,14,91,5,2,3,0.25,0.7,362.95,347.025,0.38636363636363635,0.9422785507645681,0.9999279590807579,0.46511627906976744,0.4807692307692308,0.1873536299765808,0.2724252491694352,0.17940199335548174,0.11238383401772208,0.04895104895104895,94.22785507645682,99.99279590807579,-5.764940831618972
Women,2017,D2,Mars Hill,35,117,5,27,24,34,99,28,44,72,10,38,18,4,30,48,114,19,52,20,26,135,25,59,84,36,40,13,12,36,2,0,2,0.32,0.64,143.15,141.35,0.2857142857142857,0.6915822563744324,0.955076052352317,0.32051282051282054,0.5043859649122807,0.26545581557806497,0.2905982905982906,0.23076923076923078,0.1273434736469756,0.03508771929824561,69.15822563744324,95.5076052352317,-26.349379597788456
Women,2016,D1,Columbia,19,45,3,15,8,10,49,7,28,35,12,21,3,2,14,24,71,9,29,13,15,70,20,21,41,16,7,12,3,14,1,0,1,0.25,0.58,63.75,65.125,0.631578947368421,0.7686274509803922,1.0748560460652592,0.45555555555555555,0.4014084507042254,0.32941176470588235,0.2222222222222222,0.3333333333333333,0.046065259117082535,0.028169014084507043,76.86274509803923,107.48560460652592,-30.622859508486698
Women,2016,D1,Baylor,50,130,6,12,34,48,140,34,58,92,25,19,10,5,26,47,123,9,39,22,34,125,23,50,73,22,23,8,14,44,2,2,0,0.4,0.72,137.8,139.15,0.5,1.015965166908563,0.8983111749910169,0.4076923076923077,0.4186991869918699,0.1378809869375907,0.36923076923076925,0.09230769230769231,0.07186489399928135,0.04065040650406504,101.5965166908563,89.83111749910168,11.765399191754625
Men,2016,D2,Seton Hill,65,147,7,40,56,73,193,17,75,92,28,36,21,23,51,71,189,5,21,27,41,174,52,75,127,19,44,18,5,65,3,3,0,0.18,0.59,200.675,200.475,0.4307692307692308,0.9617540799800672,0.8679386457164235,0.46598639455782315,0.3888888888888889,0.17939454341597108,0.4965986394557823,0.272108843537415,0.10475121586232698,0.12169312169312169,96.17540799800672,86.79386457164236,9.38154342636436
Women,2017,D2,Virginia St.,20,70,9,31,10,13,59,19,22,41,9,14,21,0,13,13,45,3,11,9,13,38,13,33,46,7,33,7,4,14,1,1,0,0.37,0.63,71.175,71.175,0.45,0.8289427467509659,0.5338953284158764,0.35,0.32222222222222224,0.19669827889005972,0.18571428571428572,0.44285714285714284,0.2950474183350896,0.0,82.8942746750966,53.38953284158764,29.50474183350896
Men,2016,D3,Merchant Marine,41,110,12,44,42,59,136,20,40,60,21,30,9,6,52,53,98,11,22,54,65,171,11,57,68,26,27,12,7,47,2,0,2,0.26,0.78,148.025,144.875,0.5121951219512195,0.9187637223441986,1.180327868852459,0.42727272727272725,0.5969387755102041,0.20266846816416145,0.5363636363636364,0.4,0.062122519413287315,0.061224489795918366,91.87637223441986,118.0327868852459,-26.156414650826036
Women,2017,D2,Ohio Dominican,60,125,12,37,32,41,164,29,59,88,29,47,18,5,38,59,133,10,36,26,42,154,24,40,64,29,37,29,7,36,2,2,0,0.42,0.71,162.475,165.95,0.48333333333333334,1.009386059393753,0.9279903585417295,0.528,0.48120300751879697,0.2892752731189414,0.328,0.296,0.10846640554383852,0.03759398496240601,100.9386059393753,92.79903585417296,8.139570085202337
Women,2017,D3,Pacific Lutheran,125,350,25,95,53,81,328,70,123,193,67,114,47,17,114,178,387,42,105,77,102,475,97,169,266,106,98,57,11,98,6,0,6,0.29,0.56,432.475,436.45000000000005,0.536,0.7584253425053471,1.088326268759308,0.39285714285714285,0.5142118863049095,0.26359905196832184,0.23142857142857143,0.2714285714285714,0.10768702027723678,0.04392764857881137,75.84253425053471,108.8326268759308,-32.99009262539609
Women,2017,D3,Greensboro,30,111,4,28,24,36,88,34,45,79,20,68,14,5,44,57,130,9,30,40,57,163,37,49,86,32,38,38,2,39,2,0,2,0.41,0.55,162.1,158.075,0.6666666666666666,0.5428747686613202,1.0311560967894988,0.2882882882882883,0.47307692307692306,0.41949413942011105,0.32432432432432434,0.25225225225225223,0.08856555432547841,0.038461538461538464,54.287476866132025,103.11560967894988,-48.828132812817856
Men,2017,D3,Robert Morris-Peoria,62,96,20,43,27,45,171,15,26,41,20,23,5,1,47,65,121,16,45,40,62,186,13,43,56,26,24,17,4,40,2,0,2,0.26,0.67,125.375,161.45,0.3225806451612903,1.3639082751744767,1.152059461133478,0.75,0.6033057851239669,0.18344965104685942,0.46875,0.4479166666666667,0.030969340353050483,0.008264462809917356,136.39082751744766,115.2059461133478,21.184881404099855
Men,2016,D2,Saint Michael's,27,57,9,21,18,25,81,12,27,39,18,13,3,2,14,27,67,9,27,10,17,73,15,21,36,10,7,6,3,20,1,1,0,0.36,0.64,69.875,67.075,0.6666666666666666,1.1592128801431127,1.088333954528513,0.5526315789473685,0.4701492537313433,0.18604651162790697,0.43859649122807015,0.3684210526315789,0.04472605292582929,0.029850746268656716,115.92128801431127,108.83339545285129,7.087892561459981
Women,2016,D2,Johnson C. Smith,22,52,1,9,9,19,54,16,28,44,15,20,4,1,21,19,56,3,16,7,13,48,11,19,30,10,14,5,1,18,1,1,0,0.46,0.72,65.025,65.175,0.6818181818181818,0.8304498269896193,0.7364787111622555,0.4326923076923077,0.36607142857142855,0.3075740099961553,0.36538461538461536,0.17307692307692307,0.06137322593018796,0.017857142857142856,83.04498269896193,73.64787111622555,9.397111582736386
Women,2017,D1,Sacred Heart,21,67,6,25,8,13,56,10,20,30,7,12,9,3,19,27,69,5,20,17,25,76,24,38,62,16,17,5,5,16,1,0,1,0.21,0.45,75.175,73.875,0.3333333333333333,0.7449285001662788,1.0287648054145515,0.3582089552238806,0.427536231884058,0.15962753574991687,0.19402985074626866,0.373134328358209,0.1218274111675127,0.043478260869565216,74.49285001662787,102.87648054145515,-28.383630524827282
Men,2016,D3,Occidental,553,1284,115,330,248,355,1469,220,590,810,245,241,123,54,366,519,1224,143,443,276,410,1457,176,559,735,241,240,117,48,354,22,9,13,0.28,0.77,1473.625,1482.75,0.4430379746835443,0.996861481041649,0.9826336199629068,0.47546728971962615,0.4824346405228758,0.16354228518110103,0.2764797507788162,0.2570093457943925,0.08295397066262013,0.04411764705882353,99.6861481041649,98.26336199629068,1.4227861078742166
Women,2016,D3,Mount Ida,21,60,7,18,21,26,70,14,39,53,16,17,3,6,17,21,75,6,25,5,10,53,16,23,39,9,12,2,2,19,1,1,0,0.38,0.71,75.35,75.75,0.7619047619047619,0.9289980092899801,0.6996699669966997,0.4083333333333333,0.32,0.22561380225613803,0.43333333333333335,0.3,0.039603960396039604,0.08,92.899800928998,69.96699669966998,22.932804229328028
Women,2017,D2,Lindenwood (MO),24,56,3,9,13,21,64,10,30,40,3,15,5,3,24,22,57,8,28,19,26,71,8,25,33,10,10,5,3,15,1,0,1,0.29,0.79,70.975,71.35,0.125,0.9017259598450159,0.995094604064471,0.45535714285714285,0.45614035087719296,0.21134202183867562,0.375,0.16071428571428573,0.07007708479327261,0.05263157894736842,90.1725959845016,99.5094604064471,-9.336864421945506
Men,2016,D1,Oregon St.,24,60,9,27,6,8,63,7,17,24,13,11,7,0,16,28,50,9,20,15,19,80,5,30,35,20,13,3,2,13,1,0,1,0.19,0.77,67.8,67.025,0.5416666666666666,0.9292035398230089,1.1935844834017157,0.475,0.65,0.16224188790560473,0.13333333333333333,0.45,0.10443864229765012,0.0,92.92035398230088,119.35844834017158,-26.438094357870696
Women,2016,D3,Elms,74,232,11,49,40,77,199,42,121,163,23,84,24,16,94,89,250,10,48,55,87,243,51,133,184,56,68,34,12,80,4,0,4,0.24,0.7,310.575,308.325,0.3108108108108108,0.6407470015294212,0.7881294089029434,0.3426724137931034,0.376,0.27046607099734365,0.33189655172413796,0.21120689655172414,0.07783994162004379,0.064,64.07470015294211,78.81294089029434,-14.738240737352228
Women,2016,D1,Campbell,47,128,7,26,17,26,118,35,54,89,28,26,14,15,30,39,121,5,23,23,40,106,38,51,89,12,27,15,8,31,2,1,1,0.41,0.59,131.35,129.0,0.5957446808510638,0.8983631518842787,0.8217054263565892,0.39453125,0.34297520661157027,0.19794442329653597,0.203125,0.203125,0.10852713178294573,0.12396694214876033,89.83631518842788,82.17054263565892,7.665772552768956
Men,2016,D3,Wartburg,43,112,16,52,17,25,119,21,58,79,25,24,6,2,26,49,122,20,55,10,18,128,21,55,76,21,18,13,3,34,2,1,1,0.28,0.73,126.875,127.55000000000001,0.5813953488372093,0.9379310344827586,1.0035280282242256,0.45535714285714285,0.48360655737704916,0.1891625615763547,0.22321428571428573,0.4642857142857143,0.04704037632301058,0.01639344262295082,93.79310344827586,100.35280282242256,-6.559699374146703
Men,2016,D3,Penn St.-Behrend,27,61,10,28,13,15,77,11,23,34,17,10,6,8,13,22,57,7,24,13,15,64,13,24,37,12,16,5,4,15,1,1,0,0.31,0.64,67.125,67.125,0.6296296296296297,1.1471135940409682,0.9534450651769087,0.5245901639344263,0.4473684210526316,0.148975791433892,0.2459016393442623,0.45901639344262296,0.0893854748603352,0.14035087719298245,114.71135940409683,95.34450651769087,19.36685288640595
Women,2017,D1,UT Arlington,26,62,6,19,16,22,74,14,22,36,17,10,5,2,24,22,46,7,16,19,24,70,4,25,29,12,16,7,4,24,1,1,0,0.36,0.85,68.45,69.4,0.6538461538461539,1.0810810810810811,1.0086455331412103,0.46774193548387094,0.5543478260869565,0.14609203798392986,0.3548387096774194,0.3064516129032258,0.07204610951008646,0.043478260869565216,108.10810810810811,100.86455331412103,7.243554793987087
Women,2016,D3,SUNY Poly,14,58,1,5,10,14,39,13,23,36,7,13,6,2,13,23,55,3,11,7,12,56,10,34,44,6,13,4,2,16,1,0,1,0.28,0.7,64.65,63.7,0.5,0.6032482598607888,0.8791208791208791,0.25,0.44545454545454544,0.2010827532869296,0.2413793103448276,0.08620689655172414,0.09419152276295133,0.03636363636363636,60.32482598607888,87.91208791208791,-27.587261926009035
Men,2017,D1,BYU,52,129,15,46,35,47,154,22,50,72,25,24,13,6,44,53,116,10,36,40,63,156,24,61,85,26,30,14,7,39,2,1,1,0.27,0.68,153.325,151.925,0.4807692307692308,1.0044024131746292,1.0268224452855026,0.46124031007751937,0.5,0.1565302462090331,0.3643410852713178,0.35658914728682173,0.08556853710712523,0.05172413793103448,100.44024131746292,102.68224452855026,-2.2420032110873365
Women,2016,D2,Carson-Newman,77,195,25,67,44,65,223,48,74,122,44,44,29,11,58,65,185,22,68,37,48,189,48,79,127,37,70,15,17,55,3,3,0,0.38,0.61,221.875,229.8,0.5714285714285714,1.0050704225352112,0.8224543080939948,0.45897435897435895,0.41081081081081083,0.19830985915492957,0.3333333333333333,0.3435897435897436,0.12619669277632722,0.05945945945945946,100.50704225352112,82.24543080939948,18.26161144412164
Men,2016,D1,BYU,32,61,16,28,16,19,96,8,21,29,21,11,10,2,18,22,48,5,12,17,22,66,5,21,26,8,17,3,1,18,1,1,0,0.28,0.81,73.025,70.45,0.65625,1.3146182814104757,0.9368346344925479,0.6557377049180327,0.5104166666666666,0.15063334474495035,0.3114754098360656,0.45901639344262296,0.14194464158977999,0.041666666666666664,131.46182814104756,93.68346344925479,37.778364691792774
Men,2016,D1,Jacksonville St.,20,67,9,29,5,8,54,15,19,34,12,15,8,2,20,27,49,5,12,14,24,73,8,34,42,19,17,5,4,14,1,0,1,0.31,0.7,70.8,69.4,0.6,0.7627118644067797,1.0518731988472623,0.3656716417910448,0.6020408163265306,0.21186440677966104,0.11940298507462686,0.43283582089552236,0.11527377521613832,0.04081632653061224,76.27118644067798,105.18731988472622,-28.916133444048242
Women,2017,D3,Guilford,141,347,16,68,72,91,370,71,137,208,72,106,63,10,96,138,332,29,105,58,89,363,64,141,205,89,109,49,32,103,6,4,2,0.33,0.68,425.225,419.275,0.5106382978723404,0.8701275795167264,0.8657802158487866,0.42939481268011526,0.45933734939759036,0.24927979305073783,0.2622478386167147,0.19596541786743515,0.15025937630433486,0.030120481927710843,87.01275795167264,86.57802158487866,0.43473636679398453
Men,2017,D1,South Ala.,846,1970,243,751,506,773,2443,357,819,1176,440,455,260,122,702,846,1896,253,727,538,777,2483,364,912,1276,459,554,191,111,689,34,14,20,0.28,0.69,2435.175,2455.075,0.5200945626477541,1.0032133214245382,1.011374397930817,0.49111675126903553,0.51292194092827,0.18684488794439824,0.39238578680203046,0.38121827411167514,0.10590307831736302,0.06434599156118144,100.32133214245383,101.1374397930817,-0.8161076506278704
Men,2016,D1,Oklahoma St.,77,193,21,67,60,93,235,33,99,132,38,54,15,9,93,89,223,25,86,80,113,283,54,98,152,41,38,27,11,89,4,0,4,0.25,0.65,258.175,260.675,0.4935064935064935,0.9102353055098286,1.0856430421022345,0.4533678756476684,0.4551569506726457,0.2091604531809819,0.48186528497409326,0.3471502590673575,0.05754291742591349,0.04035874439461883,91.02353055098285,108.56430421022345,-17.5407736592406
Men,2017,D3,Baldwin Wallace,99,241,36,109,49,69,283,39,94,133,50,37,20,5,66,103,227,18,59,53,72,277,40,113,153,36,46,18,10,64,4,2,2,0.26,0.7,271.775,267.2,0.5050505050505051,1.0413025480636557,1.0366766467065869,0.4854771784232365,0.4933920704845815,0.13614202925213872,0.2863070539419087,0.45228215767634855,0.07485029940119761,0.022026431718061675,104.13025480636557,103.6676646706587,0.46259013570687557
Men,2017,D1,Baylor,129,294,32,104,78,107,368,66,118,184,72,61,25,22,109,114,280,27,101,79,111,334,54,103,157,59,58,25,17,101,5,4,1,0.39,0.69,339.825,336.725,0.5581395348837209,1.0829103214890017,0.9919073427871408,0.4931972789115646,0.45535714285714285,0.17950415655116606,0.36394557823129253,0.35374149659863946,0.07424456158586383,0.07857142857142857,108.29103214890017,99.19073427871407,9.100297870186097
Men,2016,D1,McNeese St.,20,63,4,22,16,20,60,17,23,40,10,19,2,5,19,40,78,13,28,12,16,105,19,28,47,21,9,9,6,17,1,0,1,0.38,0.55,74.5,75.6,0.5,0.8053691275167785,1.388888888888889,0.3492063492063492,0.5961538461538461,0.2550335570469799,0.31746031746031744,0.3492063492063492,0.026455026455026457,0.0641025641025641,80.53691275167785,138.8888888888889,-58.35197613721107
Men,2016,D1,Northern Ariz.,12,55,4,17,9,15,37,10,15,25,6,14,4,2,22,34,59,4,14,20,26,92,14,35,49,17,10,8,7,12,1,0,1,0.22,0.52,66.125,67.35,0.5,0.5595463137996219,1.3659985152190053,0.2545454545454545,0.6101694915254238,0.21172022684310018,0.2727272727272727,0.3090909090909091,0.059391239792130665,0.03389830508474576,55.954631379962194,136.59985152190052,-80.64522014193832
Women,2016,D1,Kentucky,56,127,6,19,33,45,151,28,59,87,30,27,9,7,43,47,126,11,38,19,31,124,24,50,74,27,31,3,16,43,2,2,0,0.36,0.71,147.375,147.725,0.5357142857142857,1.0245971162001697,0.8393975291927569,0.4645669291338583,0.4166666666666667,0.183206106870229,0.3543307086614173,0.14960629921259844,0.06092401421560332,0.05555555555555555,102.45971162001698,83.93975291927569,18.519958700741284
Men,2016,D2,New Haven,37,91,17,49,29,44,120,12,48,60,18,24,7,4,30,49,109,15,21,16,26,129,16,53,69,24,19,11,7,36,2,1,1,0.18,0.75,123.9,124.35,0.4864864864864865,0.9685230024213075,1.037394451145959,0.5,0.518348623853211,0.1937046004842615,0.4835164835164835,0.5384615384615384,0.05629272215520708,0.03669724770642202,96.85230024213075,103.7394451145959,-6.887144872465143
Men,2016,D3,Hampden-Sydney,22,61,7,21,8,14,59,12,21,33,12,12,7,3,17,28,60,7,20,8,15,71,14,33,47,11,17,7,1,20,1,0,1,0.27,0.6,67.65,70.125,0.5454545454545454,0.8721359940872135,1.0124777183600713,0.4180327868852459,0.525,0.17738359201773835,0.22950819672131148,0.3442622950819672,0.09982174688057041,0.05,87.21359940872135,101.24777183600713,-14.034172427285782
Men,2017,D1,UTSA,19,54,5,21,7,10,50,7,20,27,8,14,2,2,19,32,61,9,22,14,14,87,8,28,36,22,8,7,2,16,1,0,1,0.2,0.71,65.75,67.65,0.42105263157894735,0.7604562737642585,1.286031042128603,0.39814814814814814,0.5983606557377049,0.21292775665399238,0.18518518518518517,0.3888888888888889,0.02956393200295639,0.03278688524590164,76.04562737642586,128.6031042128603,-52.55747683643445
Men,2017,D1,Bowling Green,58,122,10,35,24,31,150,16,45,61,22,17,17,7,36,53,117,19,52,29,36,154,20,53,73,33,30,8,8,34,2,1,1,0.23,0.69,137.725,144.1,0.3793103448275862,1.0891268832819023,1.0687022900763359,0.5163934426229508,0.5341880341880342,0.12343438010528227,0.2540983606557377,0.28688524590163933,0.11797362942401111,0.05982905982905983,108.91268832819023,106.87022900763358,2.0424593205566453
Men,2016,D1,William & Mary,66,113,14,34,18,30,164,11,64,75,40,22,12,16,38,47,120,17,49,26,41,137,17,46,63,29,20,14,5,34,2,2,0,0.19,0.79,138.25,142.475,0.6060606060606061,1.18625678119349,0.9615722056501141,0.6460176991150443,0.4625,0.15913200723327306,0.26548672566371684,0.3008849557522124,0.08422530268468152,0.13333333333333333,118.625678119349,96.15722056501141,22.46845755433759
Men,2017,D2,Missouri S&T,29,72,7,26,25,32,90,19,32,51,11,14,13,1,17,29,63,14,33,11,17,83,5,28,33,13,19,6,1,23,1,1,0,0.4,0.86,82.2,85.075,0.3793103448275862,1.094890510948905,0.975609756097561,0.4513888888888889,0.5714285714285714,0.170316301703163,0.4444444444444444,0.3611111111111111,0.15280634734058182,0.015873015873015872,109.48905109489051,97.5609756097561,11.928075485134414
Men,2017,D2,Harding,42,93,19,50,43,58,146,11,56,67,29,38,9,5,47,45,123,8,39,35,55,133,31,44,75,29,28,12,5,48,2,2,0,0.2,0.64,147.55,146.125,0.6904761904761905,0.989495086411386,0.9101796407185628,0.553763440860215,0.3983739837398374,0.2575398170111826,0.6236559139784946,0.5376344086021505,0.06159110350727117,0.04065040650406504,98.94950864113859,91.01796407185628,7.931544569282309
Men,2016,D2,Limestone,25,73,7,31,9,12,66,10,31,41,12,11,4,2,15,34,72,7,21,11,17,86,10,38,48,13,9,4,7,11,1,0,1,0.21,0.76,79.7,79.075,0.48,0.8281053952321205,1.0875750869427758,0.3904109589041096,0.5208333333333334,0.13801756587202008,0.1643835616438356,0.4246575342465753,0.05058488776478027,0.027777777777777776,82.81053952321204,108.75750869427759,-25.946969171065547
Women,2016,D3,Rhodes,36,110,6,29,23,29,101,19,41,60,18,30,15,5,37,44,102,8,27,31,46,127,23,58,81,27,33,11,6,35,2,0,2,0.25,0.64,134.775,133.85,0.5,0.7493971433871267,0.9488233096750094,0.35454545454545455,0.47058823529411764,0.22259321090706732,0.2636363636363636,0.2636363636363636,0.11206574523720583,0.049019607843137254,74.93971433871268,94.88233096750093,-19.942616628788258
Men,2017,D2,P.R.-Rio Piedras,19,55,8,18,10,16,56,7,33,40,8,10,2,3,16,18,57,4,19,12,21,52,11,32,43,13,7,3,0,14,1,1,0,0.18,0.75,65.6,62.974999999999994,0.42105263157894735,0.853658536585366,0.8257244938467647,0.41818181818181815,0.3508771929824561,0.15243902439024393,0.2909090909090909,0.32727272727272727,0.031758634378721715,0.05263157894736842,85.3658536585366,82.57244938467647,2.7934042738601192
Men,2017,D3,Middlebury,30,78,7,32,18,28,85,21,29,50,11,10,6,2,25,30,65,8,22,23,30,91,9,34,43,15,10,4,6,23,1,0,1,0.38,0.76,80.3,80.25,0.36666666666666664,1.0585305105853051,1.1339563862928348,0.42948717948717946,0.5230769230769231,0.12453300124533001,0.358974358974359,0.41025641025641024,0.07476635514018691,0.03076923076923077,105.85305105853051,113.39563862928348,-7.542587570752971
Men,2016,D2,Minot St.,109,269,35,85,115,144,368,69,146,215,55,74,26,9,104,108,277,32,90,66,105,314,42,108,150,48,63,29,21,118,5,4,1,0.39,0.78,342.4,347.875,0.5045871559633027,1.074766355140187,0.9026230686309737,0.47026022304832715,0.44765342960288806,0.2161214953271028,0.5353159851301115,0.3159851301115242,0.07473948975925261,0.032490974729241874,107.4766355140187,90.26230686309738,17.214328650921317
Men,2016,D2,Winston-Salem,682,1605,155,526,534,806,2053,369,684,1053,266,442,187,72,587,724,1655,149,504,466,658,2063,340,708,1048,363,433,217,98,642,28,11,17,0.34,0.67,2060.85,2060.55,0.39002932551319647,0.9961908921076256,1.0011890029361092,0.473208722741433,0.4824773413897281,0.21447460999102314,0.5021806853582554,0.32772585669781934,0.09075246900099487,0.04350453172205438,99.61908921076255,100.11890029361092,-0.4998110828483675
Men,2016,D3,Wooster,1045,2200,264,732,508,691,2862,409,958,1367,547,444,289,146,695,832,2006,259,797,541,765,2464,348,842,1190,415,537,225,114,683,35,27,8,0.33,0.73,2563.225,2558.375,0.523444976076555,1.1165621433935764,0.9631113499780134,0.535,0.4793120638085743,0.1732192843000517,0.3140909090909091,0.3327272727272727,0.11296232960375238,0.07278165503489531,111.65621433935765,96.31113499780135,15.3450793415563
Women,2017,D1,Colorado St.,155,386,53,166,49,72,412,35,196,231,88,74,43,24,81,144,406,46,167,63,93,397,79,204,283,74,86,42,14,76,7,4,3,0.15,0.71,459.2,457.17499999999995,0.567741935483871,0.897212543554007,0.8683764422814022,0.47020725388601037,0.41133004926108374,0.16114982578397213,0.18652849740932642,0.43005181347150256,0.09405588669546673,0.059113300492610835,89.7212543554007,86.83764422814022,2.883610127260482
Women,2016,D3,Lasell,17,63,6,27,14,20,54,18,31,49,10,14,3,5,19,16,60,6,14,8,18,46,14,30,44,7,13,4,4,17,1,1,0,0.38,0.69,68.5,67.55,0.5882352941176471,0.7883211678832117,0.6809770540340488,0.31746031746031744,0.31666666666666665,0.20437956204379562,0.31746031746031744,0.42857142857142855,0.04441154700222058,0.08333333333333333,78.83211678832117,68.09770540340489,10.734411384916285
Men,2016,D2,Dallas Christian,28,72,9,30,17,22,82,7,24,31,9,13,7,2,25,38,73,5,21,23,30,104,13,38,51,27,13,8,2,14,1,0,1,0.16,0.65,88.45,87.25,0.32142857142857145,0.9270774448841153,1.191977077363897,0.4513888888888889,0.5547945205479452,0.14697569248162803,0.3055555555555556,0.4166666666666667,0.08022922636103152,0.0273972602739726,92.70774448841152,119.19770773638969,-26.489963247978167
Women,2017,D3,Mary Washington,74,168,21,46,34,55,203,37,99,136,38,58,17,4,55,49,168,9,49,40,50,147,24,68,92,20,47,20,14,54,3,3,0,0.35,0.8,215.125,214.75,0.5135135135135135,0.9436374201045904,0.6845168800931315,0.5029761904761905,0.31845238095238093,0.2696106914584544,0.3273809523809524,0.27380952380952384,0.07916181606519208,0.023809523809523808,94.36374201045903,68.45168800931314,25.91205400114589
Men,2016,D3,Ferrum,67,160,12,45,52,78,198,32,78,110,34,44,19,12,62,70,170,11,40,46,77,197,40,77,117,30,46,23,3,62,3,2,1,0.29,0.66,209.05,212.575,0.5074626865671642,0.9471418320975843,0.92673174173821,0.45625,0.4441176470588235,0.21047596268835206,0.4875,0.28125,0.08938021874632483,0.07058823529411765,94.71418320975843,92.67317417382101,2.041009035937421
Men,2016,D3,Wheaton (IL),61,167,22,68,52,62,196,26,65,91,41,34,8,5,62,84,167,30,64,38,52,236,27,86,113,53,32,12,10,60,3,0,3,0.23,0.71,204.45,196.7,0.6721311475409836,0.9586696013695281,1.1997966446365023,0.4311377245508982,0.592814371257485,0.16629982880899977,0.3712574850299401,0.40718562874251496,0.040671072699542454,0.029940119760479042,95.86696013695281,119.97966446365022,-24.11270432669741
Men,2016,D2,Tex. A&M-Kingsville,27,68,5,23,17,31,76,13,36,49,18,11,10,2,20,24,59,6,21,12,18,66,4,35,39,8,19,4,4,26,1,1,0,0.27,0.9,80.725,82.55,0.6666666666666666,0.9414679467327347,0.7995154451847366,0.4338235294117647,0.4576271186440678,0.13626509755342212,0.45588235294117646,0.3382352941176471,0.12113870381586918,0.03389830508474576,94.14679467327348,79.95154451847367,14.195250154799808
Men,2017,D2,Chico St.,27,63,13,26,29,37,96,15,28,43,16,11,9,3,24,29,65,6,24,19,28,83,13,25,38,12,13,8,5,26,1,1,0,0.38,0.68,76.575,78.3,0.5925925925925926,1.2536728697355533,1.0600255427841636,0.5317460317460317,0.49230769230769234,0.14365001632386548,0.5873015873015873,0.4126984126984127,0.11494252873563218,0.046153846153846156,125.36728697355532,106.00255427841635,19.36473269513897
